groupID	cellType	UMAP1	UMAP2	Pseudotime	color	MyeloidProbs	ErythroidProbs	BLymphoidProbs	TLymphoidProbs
255	CD14mono	-9.12367359428291	-1.11300436974668	0.40011663565829	#F28238	0.999894177747063	0	0	0
256	NK	4.1004074451458	-5.87218771697187	0.990779960773606	#492264	0	0	0	0.999159792420403
257	CD8	4.52509864540215	-2.43108807326459	0.98073538578626	#1481C4	0	0	0	0.998676402155137
258	pro/pre-B	-1.16487292079811	10.8381923603902	0.746060020741371	#A896C8	0	0	0.983871583220328	0.0160935981561815
259	CD4	6.15266355247612	1.05360473870135	0.967063681988634	#005F9F	0	0	0	0.997306613890232
260	CD4	7.41392930717583	1.08990098713732	0.978091594261611	#005F9F	0	0	0	0.99848785502014
261	CD4	7.5399449703228	1.88884844063616	0.967977818143636	#005F9F	0	0	0	0.997445011169978
262	NK	3.78105052681084	-8.0150028300395	0.995187873555587	#492264	0	0	0	0.999287335633689
263	NK	3.84212669105644	-6.17292128325605	0.990352126504975	#492264	0	0	0	0.999138175178397
264	NK	3.72817190857048	-8.86848793746137	0.998212671512322	#492264	0	0	0	0.999361441707288
265	NK	4.29688533516045	-9.16251717330121	0.998870269600426	#492264	0	0	0	0.999375091123212
266	CD14mono	-8.55337444572334	0.229166107166772	0.390466203074643	#F28238	0.999846518610128	0	0	0
267	NaiveB	4.33204396934624	11.6941627430806	0.878171859817661	#A896C8	0	0	0.995481879069426	0
268	CD8	4.08493360252495	-4.02388869048261	0.986207331121348	#1481C4	0	0	0	0.998933699110531
269	early-Ery	-6.37884250907783	-6.12270842314863	0.717757500628117	#CC1F39	0	0.999999999999638	0	0
270	CD4	7.76562961311455	1.52599264859057	0.975282471111422	#005F9F	0	0	0	0.998321236786581
271	CD16mono	-8.3231069210041	5.11345137833453	0.369192192249241	#F26625	0.999249511754245	0	0	0
272	CD14mono	-7.16516033439522	1.60398902176714	0.353932153873168	#F28238	0.998011748794821	0	0	0
273	NaiveB	3.34482940406914	10.3238090443502	0.875092464787898	#A896C8	0	0	0.994964683914606	0
274	CD14mono	-10.0486327770222	-0.880394799720283	0.394858098874505	#F28238	0.999869824745383	0	0	0
275	CD4	4.23315175743218	-5.7762161326518	0.9872885576792	#005F9F	0	0	0	0.998990983231155
276	CD14mono	-11.4069930675495	-0.928247375499244	0.395127613365152	#F28238	0.999872970395337	0	0	0
277	CD8	3.55927141876335	-3.4055410456767	0.984032002845809	#1481C4	0	0	0	0.998776511384854
278	NaiveB	2.85719379158134	10.4452966618428	0.875606864615081	#A896C8	0	0	0.995266403754166	0
279	GMP	-8.21212784080391	2.92140139817095	0.307272381352641	#FAA31B	0.994755941268879	0	0	0
280	CD14mono	-7.77551904945259	2.05573810814715	0.377756831425304	#F28238	0.999612575622832	0	0	0
281	NK	4.32114776344414	-9.29609165908002	0.997046926922196	#492264	0	0	0	0.999339083533301
282	CD4	8.20769389839287	0.5913398432622	0.980522545591406	#005F9F	0	0	0	0.998536802104754
283	late-Ery	-6.27927557258491	-10.8961378169169	0.876871510700393	#901838	0	0.999999999999092	0	0
284	CD14mono	-10.692401087569	0.714454309929376	0.3936076749525	#F28238	0.999862539147838	0	0	0
285	CD14mono	-10.3969794872272	1.15001179455615	0.393597584289766	#F28238	0.999860714831642	0	0	0
286	CD14mono	-8.8010350826252	0.280768172729974	0.39994159744437	#F28238	0.999892607741927	0	0	0
287	NaiveB	2.83408101768608	10.1789974141011	0.870104449573507	#A896C8	0	0	0.993215052816366	0
288	CD14mono	-11.1756383541096	-0.449369384061332	0.395884755316353	#F28238	0.999876405787667	0	0	0
289	NK	4.50224431724663	-8.43426094771528	0.994529447214509	#492264	0	0	0	0.999282747138387
290	MemoryB	3.98391660423393	9.34699095963336	0.870197073113164	#B280B9	0	0	0.993249850685154	0
291	CD14mono	-8.28424946098213	-0.404961330901618	0.400645221743495	#F28238	0.999895354649838	0	0	0
292	CD4	7.54458602638359	-0.321841267954345	0.975463597159879	#005F9F	0	0	0	0.998342358965734
293	plasmaB	3.99433835716362	5.73853339432574	0.635257209480592	#C757A1	0	0	0.616208337097859	0.382963063635209
294	MEP	-2.33602205543404	-0.829753382216926	0.0647077507152077	#EF3741	0.321266364520351	0.490675567280003	0.182518286426823	0
295	CD14mono	-8.75398746757393	-0.454876152884002	0.393873034196558	#F28238	0.999867957723815	0	0	0
296	NaiveB	3.70730313034172	10.4030116963277	0.87095215015773	#A896C8	0	0	0.994588199338532	0
297	CD4	7.89751943321343	-0.615919126283164	0.980395635310227	#005F9F	0	0	0	0.998563587223308
298	CD4	8.28099712104912	2.07908596276141	0.96833495535256	#005F9F	0	0	0	0.997526048280219
299	NK	-2.43119040756111	0.37195165633059	0.913414576299963	#492264	0	0	0.0168153380765504	0.982783659952978
300	NK	3.65764864654655	-6.93554459334516	0.992702149609369	#492264	0	0	0	0.999204526990377
301	DC	-3.8343226078022	0.838003413666253	0.0621220232069455	#D13C27	0.917950836546776	0.0457272796490629	0.0330901469982728	0
302	late-Ery	-6.43462196617012	-12.3746715617289	0.897274944018275	#901838	0	0.99999999999935	0	0
303	CD8	3.26602705688591	-5.20385752440595	0.98649180804015	#1481C4	0	0	0	0.998955879100617
304	CD4	9.24484332771416	1.40590395211077	0.979348490361421	#005F9F	0	0	0	0.998517152223809
305	CD4	6.0679310199749	-2.1644613576045	0.962025762224216	#005F9F	0	0	0.0166202293993173	0.983044387434544
306	late-Ery	-7.74847999839668	-10.7564302516093	0.901197139484292	#901838	0	0.999999999999784	0	0
307	NaiveB	3.49604781837578	11.7995256352315	0.829738035309661	#A896C8	0	0	0.984529322221519	0.0154372794380798
308	MEP	-3.40226713447456	-3.97515903235578	0.412997185471644	#EF3741	0	0.999999474834099	0	0
309	CD8	5.79514344902153	-0.444458140145774	0.952269041618349	#1481C4	0	0	0.0163430997317408	0.983254717283897
310	CD8	6.04879745216484	-2.349189145576	0.976800808313917	#1481C4	0	0	0	0.99849228260876
311	plasmaB	4.02515634269829	6.63731993912554	0.660369994363203	#C757A1	0	0	0.654569708309665	0.344684527296278
312	CD14mono	-10.5473834636677	-1.13462291480207	0.398917622104725	#F28238	0.99988892177048	0	0	0
313	NK	3.21911534042473	-8.41101895095014	0.888921222252841	#492264	0	0	0.0414869510896082	0.956997963147712
314	CD14mono	-10.4888812664021	1.25809110878802	0.353255366888927	#F28238	0.998554550094979	0	0	0
315	CD14mono	-11.9238340023029	-0.520509196530814	0.391552314415412	#F28238	0.999853357665708	0	0	0
316	late-Ery	-7.64092603950386	-10.9138303828349	0.90774703951339	#901838	0	0.999999999999802	0	0
317	CD14mono	-9.58801761894112	0.672429280270104	0.394409653868271	#F28238	0.999864728292319	0	0	0
318	CD14mono	-9.58595482139473	1.82393135308123	0.375801793486898	#F28238	0.999591421572511	0	0	0
319	pro/pre-B	0.574251019669724	10.492163078774	0.814767628515082	#A896C8	0	0	0.985010364825633	0.0149572753085777
320	CD16mono	-9.13489643363838	5.25957144974566	0.316346081741975	#F26625	0.859903977174362	0	0.0655706412976328	0.0689344960039777
321	DC	-3.7148489120472	1.00019623516894	0.0541964594736587	#D13C27	0.898100252281491	0.0575929957636347	0.0409243885305587	0
322	CD16mono	-8.3836709621418	5.32650365113116	0.352930331213856	#F26625	0.99839289980942	0	0	0
323	CD4	7.05835326881523	-0.269267255525823	0.974465706917692	#005F9F	0	0	0	0.99822128169768
324	NK	3.61390980453606	-6.15583811522626	0.990938882980021	#492264	0	0	0	0.999163371909309
325	CD4	9.4044731494915	-0.124585373412604	0.98352646965797	#005F9F	0	0	0	0.998637785516288
326	CD4	7.51417001457329	1.77086581467486	0.974487284346829	#005F9F	0	0	0	0.998222769641953
327	CD4	8.58633598060722	0.690329329956536	0.95686710564198	#005F9F	0	0	0	0.994662403364125
328	NK	4.40493997306938	-8.21235619307661	0.997313205942144	#492264	0	0	0	0.999340581919409
329	GMP	-8.77354065208321	2.70781006096697	0.296795233243416	#FAA31B	0.994585510866826	0	0	0
330	CLP	-0.677992081927109	6.7263940739522	0.603031988482409	#9AD9E9	0	0	0.975370196488653	0.0245761339802447
331	CD14mono	-9.26168552665596	-0.535964084874625	0.399891349304229	#F28238	0.999893315001235	0	0	0
332	CD14mono	-9.67804256706123	1.31808628319598	0.384263081265111	#F28238	0.999787136784601	0	0	0
333	CD4	8.38772186012383	0.750130074013238	0.97819806540258	#005F9F	0	0	0	0.998499348884668
334	NK	4.56484826774712	-9.8693672251811	0.997027443198677	#492264	0	0	0	0.999337134358797
335	NK	4.61253102989311	-7.11259709120893	0.987617278648855	#492264	0	0	0	0.999009201873974
336	NaiveB	3.82039173812981	10.6686748433003	0.860794441791775	#A896C8	0	0	0.986430742614504	0.0135399638683167
337	CD4	7.44366677971001	-1.01440618754529	0.975403485462571	#005F9F	0	0	0	0.998341861180916
338	CD4	6.92131265373344	-0.983411116610999	0.979373484334292	#005F9F	0	0	0	0.998530511762888
339	CD14mono	-7.87826648979073	0.150369154203896	0.398335238412835	#F28238	0.999885561451974	0	0	0
340	CD14mono	-10.2311641338337	0.179155992258553	0.395624759342635	#F28238	0.999877006999787	0	0	0
341	NaiveB	4.35582431526299	11.0845951008687	0.877064036957297	#A896C8	0	0	0.99528063421175	0
342	CD4	6.67817147941704	0.704010264862542	0.974234130643	#005F9F	0	0	0	0.9982013171576
343	late-Ery	-8.39972797660713	-10.4831558299174	0.893818406598912	#901838	0	0.999999999999768	0	0
344	CLP	0.208387621952248	5.60309066056109	0.428105528265163	#9AD9E9	0	0	0.974586631055174	0.0251364957952515
345	CD4	6.84317525596733	0.107783274639611	0.977318512096116	#005F9F	0	0	0	0.998470240152244
346	pDC	-2.83390728263741	4.39626254319048	0.193509810897352	#854199	0.975713195915539	0.0113970126965209	0.0101013164217908	0
347	NaiveB	3.13788613052483	11.2483972477803	0.825416619361179	#A896C8	0	0	0.984753311293849	0.0152137739181365
348	CD14mono	-7.60911289482002	0.772764222610955	0.38864912188658	#F28238	0.999823048245307	0	0	0
349	NaiveB	2.43810852737541	10.957250969399	0.862305277630872	#A896C8	0	0	0.99282019747069	0
350	Baso	-3.45044246940498	-1.49409125567579	0.15111500612066	#67B545	0.0175304700954685	0.971136344818834	0.0110039572342539	0
351	NaiveB	3.25317939491386	11.9345191883931	0.877783271364248	#A896C8	0	0	0.995513312275429	0
352	early-Ery	-5.43443266181831	-5.24861965895795	0.638244247300425	#CC1F39	0	0.999999999993354	0	0
353	CD14mono	-9.0021840694416	-0.830558760177131	0.382528863224445	#F28238	0.999718566251302	0	0	0
354	early-Ery	-7.7241660716999	-8.20481835127973	0.841808508033527	#CC1F39	0	0.999999999999693	0	0
355	CD4	9.51277908058281	0.870709555138116	0.981702937884363	#005F9F	0	0	0	0.99857479322932
356	CD14mono	-5.40025726585274	1.42612959622241	0.173512227150044	#F28238	0.94138540963534	0	0.027048335062414	0.0260479903801216
357	CD14mono	-11.7961618068684	-0.277706058781381	0.388916328802352	#F28238	0.999839903935899	0	0	0
358	late-Ery	-7.82882038383369	-9.85123024703168	0.890577309892974	#901838	0	0.99999999999974	0	0
359	CD16mono	-9.05367866783028	6.05223836182452	0.35415827423429	#F26625	0.998764531302844	0	0	0
360	late-Ery	-6.20081297187691	-11.8248649668803	0.908507587915875	#901838	0	0.999999999999584	0	0
361	CD8	4.08347018928642	-3.48188672782087	0.974659689003965	#1481C4	0	0	0	0.998193451698686
362	CD14mono	-11.2589160564411	-0.389234600674148	0.389235365589517	#F28238	0.9998441799357	0	0	0
363	CD8	7.01094087333794	-0.808199150573249	0.979395010075874	#1481C4	0	0	0	0.998555429149764
364	CD14mono	-10.7340156200397	0.269909100521569	0.391470529863407	#F28238	0.999851800559628	0	0	0
365	CD4	7.96045383186455	-1.20221833706998	0.982181956141939	#005F9F	0	0	0	0.998656447646363
366	CLP	0.343642437173081	5.82876099823809	0.431814860644073	#9AD9E9	0	0	0.974589210723785	0.025136558772608
367	CD16mono	-8.37338176994209	4.97821082352496	0.365273109993946	#F26625	0.999116520411367	0	0	0
368	CD8	2.15218671531792	-8.88048897505903	0.98923882371438	#1481C4	0	0	0	0.999087221914152
369	CD14mono	-9.76763550071602	1.36829163311816	0.395375800412998	#F28238	0.999872980820677	0	0	0
370	NaiveB	4.08589538307304	10.1850017475972	0.875545391924836	#A896C8	0	0	0.995130201525823	0
371	NaiveB	2.32851823539848	10.9763235020528	0.858395056266925	#A896C8	0	0	0.98617029380702	0.0137998504095652
372	late-Ery	-7.1061412456501	-10.6713253092875	0.910188003443595	#901838	0	0.999999999999802	0	0
373	MemoryB	4.03980764122124	9.33647383927203	0.872950914418336	#B280B9	0	0	0.994113434587522	0
374	CD4	9.86157878608818	1.17523516892291	0.95397166194707	#005F9F	0	0	0.0146740544428049	0.984965814844975
375	CD4	8.53690227241631	1.02795209168292	0.975058865105849	#005F9F	0	0	0	0.998298445171153
376	CD14mono	-8.32132545738106	1.59899248360491	0.376235583753592	#F28238	0.999552816640129	0	0	0
377	CD8	6.29444345207329	-0.470994008790488	0.974778778281903	#1481C4	0	0	0	0.99826088856937
378	CD14mono	-8.95310989646797	1.1731896567235	0.39796929276946	#F28238	0.999881397439067	0	0	0
379	CD14mono	-8.46272388725166	1.56553293942309	0.394587890772047	#F28238	0.999865699673352	0	0	0
380	CD4	7.90634330482597	1.90304197548724	0.97662216009591	#005F9F	0	0	0	0.998395859738249
381	CD4	6.24640687675591	1.56831111191607	0.93772625777073	#005F9F	0	0	0.0343711045933259	0.964975703205511
382	MemoryB	1.16629096241112	10.4688218998799	0.838709006989853	#B280B9	0	0	0.985858623239335	0.0141108481378131
383	late-Ery	-8.26307026176338	-10.787585837852	0.901951907486645	#901838	0	0.999999999999792	0	0
384	NK	4.74158843727226	-9.56376324416303	0.968605573598423	#492264	0	0	0	0.997715544422751
385	NaiveB	4.84834798545952	11.6008380818257	0.878221466718011	#A896C8	0	0	0.995183199150045	0
386	NK	2.91900762291069	-10.178189857017	0.998159405300418	#492264	0	0	0	0.999360164119204
387	MemoryB	4.35005887718315	8.16160907029009	0.852460906081237	#B280B9	0	0	0.97791952627812	0.02203280606347
388	CMP	-1.84030607967262	-0.226996144365306	0.0268176306284072	#46A147	0.383980196194963	0.403079131392317	0.206616868398555	0
389	CD8	5.61001619072075	-0.245638294230933	0.976357743512114	#1481C4	0	0	0	0.998441753854563
390	NaiveB	3.35303600998039	11.2154811787496	0.87727798423752	#A896C8	0	0	0.995357150078149	0
391	NK	1.89042206974144	-9.2410541606059	0.977412443138428	#492264	0	0	0	0.998573004639906
392	early-Ery	-4.88367477683907	-5.3602906298747	0.621894083346533	#CC1F39	0	0.999999999983435	0	0
393	NaiveB	4.61900123329277	11.2829221653829	0.879012692910724	#A896C8	0	0	0.995670370927197	0
394	early-Ery	-6.66860119132881	-6.64814434767866	0.735099774062528	#CC1F39	0	0.999999999999673	0	0
395	CD4	7.76912530632134	-0.259818537246223	0.977497469952865	#005F9F	0	0	0	0.998476563594293
396	NK	3.87613781662102	-8.15903149367475	0.998210039055014	#492264	0	0	0	0.999361281873575
397	CD14mono	-8.5509540203083	2.32700957535601	0.454680376337956	#F28238	0.0567855073300223	0	0.159357787815125	0.782042724132628
398	CLP	-0.816905772970962	7.13803519486285	0.537827340926049	#9AD9E9	0	0	0.974797444939597	0.0251416446030751
399	pro/pre-B	-1.54368535308723	10.2166294026265	0.718086787483682	#A896C8	0	0	0.97961619310481	0.0203398004126539
400	CD8	4.6288612720501	-2.13556860209608	0.980393913142849	#1481C4	0	0	0	0.99865787377035
401	CD8	3.45090397567863	-3.43536577941083	0.984073672325729	#1481C4	0	0	0	0.998787521239287
402	CD14mono	-10.3275224330891	-0.955901606093879	0.397239306406585	#F28238	0.999883405719462	0	0	0
403	late-Ery	-8.14212719230537	-10.1576734614482	0.893845872764604	#901838	0	0.999999999999711	0	0
404	NK	2.95644959182854	-8.66735039473676	0.998792996173561	#492264	0	0	0	0.999373449170332
405	CD4	7.33139451713676	1.00366427182055	0.949577132825139	#005F9F	0	0	0	0.993540567182425
406	CD16mono	-8.15462795524483	3.63309206246233	0.339989180657832	#F26625	0.997392411500498	0	0	0
407	NaiveB	4.23191150398369	10.7093099522481	0.877608963508796	#A896C8	0	0	0.995449164821941	0
408	late-Ery	5.99331887931938	-1.73229585410261	0.611758004872852	#901838	0	0.99999999999205	0	0
409	NaiveB	3.91746147842522	12.1517700123677	0.873446160554759	#A896C8	0	0	0.993360375099188	0
410	CD4	7.01890500755425	1.68534459351397	0.974274108585645	#005F9F	0	0	0	0.998203889894792
411	CD14mono	-10.4489575984943	-0.225563196550841	0.389687192147867	#F28238	0.999841141587432	0	0	0
412	CD14mono	-11.6516992214191	0.739707248199944	0.387874607818497	#F28238	0.999820884207157	0	0	0
413	CD4	8.27565559120293	-0.474929658781524	0.980528680939866	#005F9F	0	0	0	0.998544495565962
414	NK	3.20698722572441	-7.63475142241621	0.995655564606122	#492264	0	0	0	0.9992977483979
415	CD8	4.81825669975395	-0.525220288049216	0.969081929343278	#1481C4	0	0	0	0.99761929679899
416	NK	4.74379810066338	-9.50130902053022	0.998114972126117	#492264	0	0	0	0.999359226084546
417	CD8	4.81204303474541	-2.15492127658033	0.980793145365648	#1481C4	0	0	0	0.998664256119893
418	CD14mono	-8.97495666770821	0.988746659744744	0.397830713664787	#F28238	0.999880173175917	0	0	0
419	pDC	-2.60998622207527	5.14341916321612	0.190913647274642	#854199	0.97571319299186	0.0113970144259191	0.0101013175934281	0
420	CD4	7.96699413032646	1.60772647141314	0.977214995102405	#005F9F	0	0	0	0.998462728725584
421	plasmaB	3.68309744567986	5.25566329239703	0.641519354113434	#C757A1	0	0	0.621631418737606	0.377551692300216
422	CD14mono	-8.31906429557686	0.609511690128808	0.377240693976386	#F28238	0.999597181056162	0	0	0
423	NK	3.41320737571831	-6.34259997130537	0.991128354265975	#492264	0	0	0	0.999170801532392
424	NaiveB	4.05578073234673	10.9641851353536	0.877400678363181	#A896C8	0	0	0.99535028906814	0
425	CD8	3.78161963195915	-2.93639837027692	0.980857218609683	#1481C4	0	0	0	0.998691375671548
426	NK	3.53856333465691	-9.31131611586713	0.996739164971087	#492264	0	0	0	0.999330082672154
427	NK	3.58564552040215	-6.9673987460246	0.994269321962548	#492264	0	0	0	0.999258954357531
428	NaiveB	3.95090254516716	11.5752853321919	0.878446384349183	#A896C8	0	0	0.995596745293078	0
429	CLP	-0.310255801962662	5.41024007080889	0.416972250217409	#9AD9E9	0	0	0.974569536652041	0.0251360784702065
430	LMPP	-2.4933163288105	1.76993932007647	0.181940262241013	#00AF99	0.0408754398739287	0.0377763836233377	0.898079448729311	0.023268727773397
431	NaiveB	4.54646095008965	10.7534526753316	0.878337092725998	#A896C8	0	0	0.995555818885939	0
432	CD14mono	-10.7164870861042	-1.11161808491849	0.398813351451305	#F28238	0.999888385969709	0	0	0
433	pro/pre-B	-2.41039792327766	10.4591068196187	0.72944480482906	#A896C8	0	0	0.982792476231378	0.0171703751642415
434	MEP	-3.13458768157845	-2.99399719954633	0.290594770833017	#EF3741	0	0.999841460717822	0	0
435	HSC/MPP	-2.40127102165108	1.39840461491442	0.0333587695760512	#0E4421	0.403686928674601	0.352971294203465	0.236203823278202	0
436	NK	3.40031655998344	-8.18836937667036	0.9977375920332	#492264	0	0	0	0.999348160852437
437	CMP	-1.57547012596016	0.148454414595132	0.021253935482714	#46A147	0.407748076368857	0.373940322510975	0.211792724459135	0
438	CD8	-6.11249033241157	1.96099128006793	0.265936930230368	#1481C4	0.789701336907946	0	0.0984300216006266	0.103490045958561
439	NK	1.97043808670158	-9.64978466750287	0.926643210182358	#492264	0	0	0.0159726874309484	0.983648037526714
440	late-Ery	-6.79132524757271	-11.4900823664775	0.912008624872191	#901838	0	0.999999999999653	0	0
441	HSC/MPP	-1.76224056510811	0.955701367844109	0.00693647998526211	#0E4421	0.425768836614478	0.352633275044176	0.214950868906869	0
442	CD8	3.13187512130852	-4.57606898070478	0.985151786981902	#1481C4	0	0	0	0.99886009724729
443	GMP	-8.9078523281086	2.79997863053179	0.331152933489612	#FAA31B	0.996633663157424	0	0	0
444	NaiveB	3.16133769722099	10.8142169880757	0.87306973908133	#A896C8	0	0	0.994686342174745	0
445	early-Ery	-4.91155592231636	-5.51575337172651	0.611905798759466	#CC1F39	0	0.999999999970546	0	0
446	MemoryB	4.08547958107109	8.11756171463824	0.85194298420399	#B280B9	0	0	0.978978314179219	0.0209763038894696
447	late-Ery	-8.23215881614571	-10.7118002009501	0.883972181893774	#901838	0	0.999999999999735	0	0
448	MemoryB	4.34322437019463	7.96098078965044	0.83610521684626	#B280B9	0	0	0.967411160302986	0.0325184864214824
449	NaiveB	3.31083925933952	10.5601562428365	0.87214088921343	#A896C8	0	0	0.994625333053132	0
450	CD14mono	-10.2668420436848	1.71623815773821	0.384110876329631	#F28238	0.99978330228088	0	0	0
451	CD8	4.8198989269268	-2.58400212050581	0.975867892707203	#1481C4	0	0	0	0.998360613051739
452	early-Ery	-4.34646097450142	-5.11612139464521	0.561834979761021	#CC1F39	0	0.999999999344773	0	0
453	CMP	-1.49201444415932	0.274458127010827	0.0212736585434372	#46A147	0.407572636454871	0.374031851907903	0.211874968324873	0
454	NK	3.8120408889782	-9.08794937850141	0.998831795082229	#492264	0	0	0	0.999374257718287
455	early-Ery	-6.12998548774605	-5.81830607176923	0.689845276980524	#CC1F39	0	0.999999999999413	0	0
456	NaiveB	3.33966072769279	10.6591886448751	0.876140113839996	#A896C8	0	0	0.995203946756925	0
457	CD14mono	-9.76388851432686	-1.03204081774854	0.399692535698952	#F28238	0.999892288757926	0	0	0
458	CD16mono	-9.34564415244942	4.28207339524127	0.366043124028269	#F26625	0.999137197513844	0	0	0
459	CD8	6.25228580207939	0.251669661987786	0.974649613333182	#1481C4	0	0	0	0.998243854557303
460	late-Ery	-8.08163467674141	-9.54640827895307	0.885504076792546	#901838	0	0.999999999999753	0	0
461	GMP	-6.64267078666573	3.25609912155962	0.269337441360739	#FAA31B	0.99437389252046	0	0	0
462	CLP	0.158244499279213	5.65532435654498	0.427237905233648	#9AD9E9	0	0	0.97458582849591	0.0251364762024013
463	CD16mono	-9.47708717613106	5.99349440811968	0.362001641905193	#F26625	0.999037332269381	0	0	0
464	early-Ery	-7.03829399375801	-7.27138767958784	0.759904565813826	#CC1F39	0	0.999999999999685	0	0
465	CD4	7.65195258827324	2.10330666779376	0.942127460442772	#005F9F	0	0	0.0158022951707149	0.983818202089056
466	CD8	4.5869739887249	-2.70429526091718	0.983764775215494	#1481C4	0	0	0	0.998785029412602
467	early-Ery	-6.26408115653877	-6.78629885436201	0.733487384151201	#CC1F39	0	0.999999999999671	0	0
468	pDC	-3.08790222434883	5.74991645096636	0.193804769425504	#854199	0.975713193896417	0.0113970138907908	0.0101013172310038	0
469	late-Ery	-7.47299829749947	-9.37142334700727	0.878636769284069	#901838	0	0.999999999999733	0	0
470	CD16mono	-8.92594066886787	5.02728118180132	0.365431481795105	#F26625	0.999119957044094	0	0	0
471	CD8	3.47466381759758	-3.37861071349287	0.982872782110958	#1481C4	0	0	0	0.998756809767192
472	CD8	4.25131448478813	-2.8481942248454	0.982556634563487	#1481C4	0	0	0	0.998743698571057
473	NK	3.80435641975517	-8.5668598246684	0.998416867063315	#492264	0	0	0	0.99936549660442
474	NK	-7.11675754814033	3.08556284188128	0.820333765987935	#492264	0	0	0.0563782146503314	0.941018974858344
475	CD14mono	-8.84334770469551	-0.173037095080848	0.400408264966426	#F28238	0.999894594333009	0	0	0
476	CD4	7.44324620933647	-0.372977545570369	0.977248992639527	#005F9F	0	0	0	0.99845695554669
477	NaiveB	3.84354814262505	11.3342870640645	0.87805232305183	#A896C8	0	0	0.995532894089098	0
478	NK	4.40984185905571	-9.35641251326703	0.996948911309088	#492264	0	0	0	0.999335051691385
479	CD16mono	-8.41475502281074	5.78102864502764	0.370436130667587	#F26625	0.999292393608975	0	0	0
480	pDC	-5.943061030196	1.74176730393267	0.332068035482742	#854199	0.995235584249211	0	0	0
481	CD14mono	-11.5225412013996	-0.260627506386275	0.395023204680875	#F28238	0.999871665469143	0	0	0
482	NK	3.76408966751213	-6.29926214934492	0.986951916740449	#492264	0	0	0	0.998988670067962
483	CLP	0.29496508212204	5.65913190125323	0.4296557328024	#9AD9E9	0	0	0.974587782911888	0.0251365239154878
484	NK	3.91417154045219	-9.25394020796918	0.998551748914723	#492264	0	0	0	0.99936852699294
485	GMP	-7.09395185737495	3.44616116761065	0.268126890278432	#FAA31B	0.994355209155639	0	0	0
486	pro/pre-B	-1.57274428634529	10.35354556321	0.708912058101507	#A896C8	0	0	0.979383656126127	0.0205718307049482
487	CD14mono	-11.1052981975544	1.25196804283953	0.381967310662481	#F28238	0.999733776483245	0	0	0
488	NK	3.50612934799309	-6.65161953688764	0.976091253428316	#492264	0	0	0	0.998660118525529
489	NK	2.78347905845757	-9.58174572707319	0.998980772008759	#492264	0	0	0	0.999377375946921
490	pDC	-3.0283230903614	5.34256924866534	0.18736879579383	#854199	0.975713198523076	0.0113970111545372	0.0101013153764428	0
491	NaiveB	2.35051974029655	9.17492331742144	0.593277841594884	#A896C8	0	0	0.875906688097543	0.123825254605524
492	CD14mono	-8.30276409416084	-0.366466498087878	0.399683172761958	#F28238	0.999891412333485	0	0	0
493	CD4	9.6502064105999	0.699699418533807	0.982168419126597	#005F9F	0	0	0	0.998613682623254
494	CD8	-5.58771387367134	1.95764483689166	0.630254443448805	#1481C4	0.0169932931878064	0	0.1033780243561	0.879002520745514
495	NaiveB	2.94284685821648	10.4695285725484	0.853288120259363	#A896C8	0	0	0.989600799949376	0.0103767500994802
496	CD8	5.66952403755302	-1.64719162703657	0.967780546087115	#1481C4	0	0	0	0.997239109978369
497	NaiveB	3.80203279228325	11.445547478188	0.87695586797587	#A896C8	0	0	0.99519797347501	0
498	CD14mono	-8.78267780570869	-0.132510004650588	0.401159168066901	#F28238	0.999897397714056	0	0	0
499	NaiveB	4.39519151420708	10.6098836827169	0.877239624960968	#A896C8	0	0	0.995303085970936	0
500	NaiveB	4.01126369209404	10.356345551003	0.874530175294542	#A896C8	0	0	0.994375355304953	0
501	CD14mono	-9.06014267234688	-0.721139742146964	0.399270567832768	#F28238	0.999889560328085	0	0	0
502	CD8	4.36423095436211	-4.04896698714399	0.985036669455574	#1481C4	0	0	0	0.998853475002045
503	MEP	-3.52681318549995	-2.28836355925703	0.262776450942895	#EF3741	0	0.999243805430198	0	0
504	CD8	5.73525365562553	0.39982612608767	0.972634742097261	#1481C4	0	0	0	0.998006562413434
505	NaiveB	3.72138270111198	9.73774089096881	0.870987021130226	#A896C8	0	0	0.992321881512363	0
506	CD16mono	-8.67738930015449	5.99243869065142	0.359742984819844	#F26625	0.998953772549874	0	0	0
507	CD14mono	-8.06282440452461	3.41449226616717	0.352010749931591	#F28238	0.998458143754857	0	0	0
508	CD8	3.99884732933159	-4.30554209471845	0.986341397962236	#1481C4	0	0	0	0.99894272821183
509	NaiveB	3.09948857994194	11.6798213887105	0.874837466486606	#A896C8	0	0	0.994939618773355	0
510	CD4	8.00039943428154	1.11672379254199	0.976998842956373	#005F9F	0	0	0	0.998438741401771
511	CD4	8.32268222541924	0.386515872467523	0.981423665287733	#005F9F	0	0	0	0.998547164101808
512	pro/pre-B	1.69505771370049	10.6798433232198	0.859449120242608	#A896C8	0	0	0.993256717647931	0
513	CD16mono	-7.81745258598213	4.59855212448931	0.233907704252419	#F26625	0.917496616776867	0	0.0384388723792287	0.0393205408663959
514	CD8	4.03267272682304	-4.61148844481611	0.987062499031265	#1481C4	0	0	0	0.998978729832674
515	NaiveB	1.92399152488823	10.7875713276753	0.855842746474404	#A896C8	0	0	0.991354252296126	0
